geometry,address
POINT (-73.905394 40.7030286),"769, Onderdonk Avenue, 11385, Onderdonk Avenue, New York, NY, United States"
POINT (-73.9441402 40.7120769),"279, Graham Avenue, 11211, Graham Avenue, New York, New York, United States"
POINT EMPTY,
POINT (-73.9588368 40.6997883),"14, Heyward Street, 11249, Heyward Street, New York, NY, United States"
POINT (-73.95949336556582 40.70019175),"54, Rutledge Street, 11249, Rutledge Street, New York, New York, United States"
POINT (-73.9588368 40.6997883),"14, Heyward Street, 11249, Heyward Street, New York, NY, United States"
POINT (-73.96431311552968 40.71456755),"74, South 1st Street, 11249, South 1st Street, New York, NY, United States"
POINT (-73.95559123845302 40.70860115),"329, South 5th Street, 11211, South 5th Street, New York, NY, United States"
POINT (-73.96438638470104 40.7091071),"432, Bedford Avenue, 11249, Bedford Avenue, New York, NY, United States"
POINT (-73.95855894332257 40.699838299999996),"18, Heyward Street, 11249, Heyward Street, New York, NY, United States"
POINT (-73.9384131 40.7167635),"300, Skillman Avenue, 11211, Skillman Avenue, New York, NY, United States"
POINT (-73.94779234371214 40.719763549999996),"424, Leonard Street, 11222, Leonard Street, New York, NY, United States"
POINT (-73.94518793154768 40.69113375),"231, Tompkins Avenue, 11221, Tompkins Avenue, New York, NY, United States"
POINT (-73.93603915706993 40.7046535),"215, Moore Street, 11206, Moore Street, New York, NY, United States"
POINT (-73.93973470119195 40.70878505),"207, Bushwick Avenue, 11206, Bushwick Avenue, New York, New York, United States"
POINT (-73.99217078587287 40.7029373),"60 Water Street, 60, Water Street, 11201, Water Street, New York, NY, United States"
POINT (-73.98467070234746 40.69172555),"Aloft - W Hotel, 216, Duffield Street, 11201, Duffield Street, New York, New York, United States"
POINT (-73.9514225 40.7130242),"Metropolitan Avenue, Union Avenue, 11211, Union Avenue, New York, NY, United States"
POINT (-73.9515556 40.6148668),"1456, East 23rd Street, 11210, East 23rd Street, New York, NY, United States"
POINT (-73.9259314 40.6915478),"1238, Broadway, 11221, Broadway, New York, NY, United States"
POINT (-73.91110956847632 40.6646931),"259, Bristol Street, 11212, Bristol Street, New York, New York, United States"
POINT (-73.88550319999999 40.67437115),"Ashford Variety Garden, 330, Ashford Street, 11207, Ashford Street, Brooklyn, NY, United States"
POINT (-73.88341155958946 40.6658495),"650, Ashford Street, 11207, Ashford Street, New York, New York, United States"
POINT (-73.90032101847105 40.6659114),"360, Snediker Avenue, 11207, Snediker Avenue, New York, New York, United States"
POINT (-73.89516930505837 40.667039),"Thomas Jefferson High School, 400, Sheffield Avenue, 11207, Sheffield Avenue, New York, NY, United States"
POINT (-73.90994582024112 40.66534605),"592, Rockaway Avenue, 11212, Rockaway Avenue, New York, New York, United States"
POINT (-73.92947784700459 40.661748200000005),"91, Remsen Avenue, 11212, Remsen Avenue, New York, NY, United States"
POINT (-73.92889899271444 40.6903916),"Saint John's Bread And Life Center, 795, Lexington Avenue, 11221, Lexington Avenue, New York, NY, United States"
POINT (-73.88132769712084 40.66998835),"999, Blake Avenue, 11208, Blake Avenue, New York, New York, United States"
POINT (-73.99143047941132 40.6958269),"One Clinton, 1, Clinton Street, 11201, Clinton Street, New York, NY, United States"
POINT (-73.88132769712084 40.66998835),"999, Blake Avenue, 11208, Blake Avenue, New York, New York, United States"
POINT (-73.88132769712084 40.66998835),"999, Blake Avenue, 11208, Blake Avenue, New York, New York, United States"
POINT (-73.89964801581726 40.656358350000005),"10875, Avenue D, 11236, Avenue D, New York, New York, United States"
POINT (-73.94113505947442 40.685497100000006),"NYC Health + Hospitals/Gotham Health, Bedford, 485, Throop Avenue, 11221, Throop Avenue, New York, NY, United States"
POINT (-73.91110956847632 40.6646931),"259, Bristol Street, 11212, Bristol Street, New York, New York, United States"
POINT (-73.8953128 40.6718449),"2094, Pitkin Avenue, 11207, Pitkin Avenue, New York, New York, United States"
POINT (-73.8854448 40.6598768),"800, Van Siclen Avenue, 11207, Van Siclen Avenue, New York, New York, United States"
POINT (-73.95619324545235 40.69097445),"517, DeKalb Avenue, 11205, DeKalb Avenue, New York, NY, United States"
POINT (-73.9579142 40.7084064),"Marcy Avenue, Marcy Avenue, 11211, Marcy Avenue, New York, NY, United States"
POINT (-73.87431439202219 40.665106800000004),"2400, Linden Boulevard, 11208, Linden Boulevard, New York, NY, United States"
POINT EMPTY,
POINT (-73.9444825 40.6410488),"3402, Avenue D, 11203, Avenue D, New York, NY, United States"
POINT (-73.93166373603927 40.67889925),"1700, Fulton Street, 11213, Fulton Street, New York, NY, United States"
POINT (-73.93667411834863 40.59351635),"Frank J. Macchiarola Educational Complex, 3000, Avenue X, 11235, Avenue X, New York, New York, United States"
POINT (-73.92146605001562 40.6801988),"Public School 40 George W. Carver, 265, Ralph Avenue, 11233, Ralph Avenue, New York, NY, United States"
POINT (-73.9614948 40.625047),"Di Fara Pizza, 1424, Avenue J, 11230, Avenue J, New York, NY, United States"
POINT (-73.94311534675293 40.6083248),"3117, Nostrand Avenue, 11229, Nostrand Avenue, New York, NY, United States"
POINT (-73.974574 40.5810109),"Neptune Avenue, West 6th Street, 11223, West 6th Street, New York, NY, United States"
POINT (-73.9596596 40.6952757),"850, Kent Avenue, 11205, Kent Avenue, New York, New York, United States"
POINT (-73.9175544 40.6336432),"South Shore High School, 6565, Flatlands Avenue, 11236, Flatlands Avenue, New York, New York, United States"
POINT (-73.94357579999999 40.694925600000005),"272, Throop Avenue, 11206, Throop Avenue, New York, NY, United States"
POINT (-73.9504614185544 40.7084346),"268, Union Avenue, 11206, Union Avenue, New York, NY, United States"
POINT (-73.953522 40.689627),"Bedford–Nostrand Avenues, Lafayette Avenue, 11221, Lafayette Avenue, New York, NY, United States"
POINT (-73.953522 40.689627),"Bedford–Nostrand Avenues, Lafayette Avenue, 11221, Lafayette Avenue, New York, NY, United States"
POINT (-73.9223564 40.6691558),"Renaissance Shelter, 599, Ralph Avenue, 11233, Ralph Avenue, New York, New York, United States"
POINT (-73.936501 40.6564985),"681, Clarkson Avenue, 11203, Clarkson Avenue, New York, NY, United States"
POINT (-73.95739201374286 40.64365905),"1095, Flatbush Avenue, 11226, Flatbush Avenue, New York, NY, United States"
POINT (-73.9764944 40.6532614),"1218, Prospect Avenue, 11218, Prospect Avenue, New York, NY, United States"
POINT (-73.93669274053431 40.66268805),"779, East New York Avenue, 11203, East New York Avenue, New York, NY, United States"
POINT (-73.953522 40.689627),"Bedford–Nostrand Avenues, Lafayette Avenue, 11221, Lafayette Avenue, New York, NY, United States"
POINT (-73.95530358034608 40.6501901),"Sun River Health, 2412, Church Avenue, 11226, Church Avenue, New York, NY, United States"
POINT (-73.95387159145781 40.6784639),"23rd Regiment Armory, 1322, Bedford Avenue, 11226, Bedford Avenue, New York, NY, United States"
POINT (-73.9582574 40.6495043),"911, Flatbush Avenue, 11226, Flatbush Avenue, New York, NY, United States"
POINT (-73.94513994065265 40.650785299999995),"3414, Church Avenue, 11203, Church Avenue, New York, NY, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-73.9661368234792 40.633545100000006),"Public School 217, 1100, Newkirk Avenue, 11230, Newkirk Avenue, New York, NY, United States"
POINT (-73.92819180843519 40.67444105),"130, Rochester Avenue, 11213, Rochester Avenue, New York, New York, United States"
POINT (-73.87790706882419 40.66894775),"1101, Dumont Avenue, 11208, Dumont Avenue, New York, NY, United States"
POINT (-73.87790706882419 40.66894775),"1101, Dumont Avenue, 11208, Dumont Avenue, New York, NY, United States"
POINT (-73.97075972737608 40.6302378),"620, Foster Avenue, 11230, Foster Avenue, New York, NY, United States"
POINT (-73.94022601283055 40.661832149999995),"Public School 91, 532, Albany Avenue, 11203, Albany Avenue, New York, NY, United States"
POINT (-73.9628621 40.6343281),"1509, Foster Avenue, 11226, Foster Avenue, New York, NY, United States"
POINT (-73.9197565 40.6728542),"430, Howard Avenue, 11233, Howard Avenue, New York, New York, United States"
POINT (-73.93508598148867 40.675760100000005),"Public School 243, 1580, Dean Street, 11213, Dean Street, New York, New York, United States"
POINT (-73.96305175117605 40.6174041),"Rambam Family Health Center, 1122, Chestnut Avenue, 11230, Chestnut Avenue, New York, NY, United States"
POINT (-73.9429422717398 40.65826945),"High School for Public Service, 600, Kingston Avenue, 11203, Kingston Avenue, New York, New York, United States"
POINT (-73.95079585684886 40.655964850000004),"672, Parkside Avenue, 11226, Parkside Avenue, New York, New York, United States"
POINT (-74.0023294 40.7186549),"400, Broadway, 10013, Broadway, New York, NY, United States"
POINT (-73.99116820236551 40.71858385),"280, Broome Street, 10002, Broome Street, New York, NY, United States"
POINT (-74.00966692266792 40.707021850000004),"40 Wall Street, 40, Wall Street, 10005, Wall Street, New York, NY, United States"
POINT (-73.97615655413557 40.6867683),"Brooklyn Medical Plaza, 650, Fulton Street, 11217, Fulton Street, New York, New York, United States"
POINT (-74.0012829 40.7187647),"268, Canal Street, 10013, Canal Street, New York, New York, United States"
POINT (-74.00232839432141 40.71567805),"Health Building, 125, Worth Street, 10013, Worth Street, New York, NY, United States"
POINT (-73.9894363 40.7231066),"East Houston Street, 10002, New York, New York, United States"
POINT (-73.98933649714921 40.71728865),"350, Grand Street, 10002, Grand Street, New York, New York, United States"
POINT (-73.9910908 40.695109),"300, Cadman Plaza West, 11201, Cadman Plaza West, New York, New York, United States"
POINT (-74.0011694 40.7114702),"411, Pearl Street, 10038, Pearl Street, New York, New York, United States"
POINT (-73.94115249589089 40.7124548),"78, Bushwick Avenue, 11211, Bushwick Avenue, New York, NY, United States"
POINT (-73.98782489048713 40.713131649999994),"Gouverneur Health Medical Center, 227, Madison Street, 10002, Madison Street, New York, NY, United States"
POINT (-73.9959654 40.7359607),"Quad Cinema, 34, West 13th Street, 10011, West 13th Street, New York, NY, United States"
POINT (-74.005096 40.7284401),"SOB's, 200, Varick Street, 10014, Varick Street, New York, NY, United States"
POINT (-73.9918165430846 40.725241249999996),"317, Bowery, 10003, Bowery, New York, NY, United States"
POINT (-73.9867963 40.6901951),"177, Livingston Street, 11201, Livingston Street, New York, NY, United States"
POINT (-73.98908431016321 40.7322073),"Saint Ann's Roman Catholic Church, 122, East 12th Street, 10003, East 12th Street, New York, NY, United States"
POINT (-73.99579831573003 40.7146667),"Confucius Plaza, 40, Division Street, 10002, Division Street, New York, NY, United States"
POINT (-74.01195231409375 40.67693345),"71, Sullivan Street, 11231, Sullivan Street, New York, New York, United States"
POINT (-73.99029678754417 40.69275545),"Brooklyn Borough Hall, 209, Joralemon Street, 11201, Joralemon Street, New York, NY, United States"
POINT (-73.99648829750845 40.7588045),"555Ten, 555, 10th Avenue, 10018, 10th Avenue, New York, NY, United States"
POINT (-73.99020348583431 40.68526155),"343, Warren Street, 11201, Warren Street, New York, New York, United States"
POINT (-73.98115858086666 40.6590612),"Holy Name Rectory, 245, Prospect Park West, 11215, Prospect Park West, New York, NY, United States"
POINT (-74.0098976 40.6777755),"120, Richards Street, 11231, Richards Street, New York, NY, United States"
POINT (-73.9894363 40.7231066),"East Houston Street, 10002, New York, New York, United States"
POINT (-74.15707075597224 40.62649570000001),"2031, Forest Avenue, 10303, Forest Avenue, New York, New York, United States"
POINT (-74.15862076928067 40.6266375),"2079, Forest Avenue, 10303, Forest Avenue, New York, NY, United States"
POINT (-74.19385379197936 40.5861669),"300, Wild Avenue, 10314, Wild Avenue, New York, New York, United States"
POINT (-74.19006473063064 40.5862368),"310, Wild Avenue, 10314, Wild Avenue, New York, New York, United States"
POINT (-74.13399901645502 40.637571550000004),"150, Port Richmond Avenue, 10302, Port Richmond Avenue, New York, NY, United States"
POINT (-74.1651901 40.5443139),"Staten Island Railway, Richmond Avenue, 10312, Richmond Avenue, New York, NY, United States"
POINT (-74.0684566 40.6145666),"135, Clifton Avenue, 10305, Clifton Avenue, New York, NY, United States"
POINT (-74.0742233 40.6251787),"Staten Island Railway, Bay Street, 10301, Bay Street, New York, NY, United States"
POINT (-74.1651901 40.5443139),"Staten Island Railway, Richmond Avenue, 10312, Richmond Avenue, New York, NY, United States"
POINT (-74.0768041598876 40.6204511),"155, Vanderbilt Avenue, 10304, Vanderbilt Avenue, New York, New York, United States"
POINT (-74.0742233 40.6251787),"Staten Island Railway, Bay Street, 10301, Bay Street, New York, NY, United States"
POINT (-74.16736933124233 40.6270511),"2324, Forest Avenue, 10303, Forest Avenue, New York, New York, United States"
POINT (-74.08576448713637 40.641965850000005),"55, Layton Avenue, 10301, Layton Avenue, New York, New York, United States"
POINT EMPTY,
POINT (-74.11654678829319 40.636558300000004),"221, Broadway, 10310, Broadway, New York, New York, United States"
POINT EMPTY,
POINT (-73.88733898472765 40.8813165),"DeWitt Clinton High School, 100, West Mosholu Parkway South, 10468, West Mosholu Parkway South, New York, New York, United States"
POINT (-73.9061843 40.8775367),"5525, Broadway, 10463, Broadway, New York, NY, United States"
POINT (-73.9043665 40.8643457),"105, Father Zeiser Place, 10468, Father Zeiser Place, New York, New York, United States"
POINT (-73.89656891342928 40.870261299999996),"2780, Reservoir Avenue, 10468, Reservoir Avenue, New York, New York, United States"
